PatientID,Veterinary_Group,BirthDate,Breed,Insurance_status,Date_of_neuter,Age_at_neuter_months,Neuter_Early,Neuter_Later_01,Comorbidity,Umbilical_hernia,Skin_disorder,Ear_disorder,Urogenital_disorder,Date of UI diagnosis,Age_at_UI,Time_Neuter_to_UI,UI_01,Final_EPR_Date,Follow_up_time_years,Time_interval,UI
350,3,01/04/2012,Labrador Retriever,0,09/01/2013,9.31,Late,1,0,0,0,0,0,,,,0,09/11/2021,8.2,1,0
350,3,01/04/2012,Labrador Retriever,0,09/01/2013,9.31,Late,1,0,0,0,0,0,,,,0,09/11/2021,8.2,2,0
350,3,01/04/2012,Labrador Retriever,0,09/01/2013,9.31,Late,1,0,0,0,0,0,,,,0,09/11/2021,8.2,3,0
350,3,01/04/2012,Labrador Retriever,0,09/01/2013,9.31,Late,1,0,0,0,0,0,,,,0,09/11/2021,8.2,4,0
859,0,14/01/2012,Bichon Frise,0,24/10/2012,9.34,Late,1,0,0,0,0,0,,,,0,26/05/2023,8.2,1,0
859,0,14/01/2012,Bichon Frise,0,24/10/2012,9.34,Late,1,0,0,0,0,0,,,,0,26/05/2023,8.2,2,0
859,0,14/01/2012,Bichon Frise,0,24/10/2012,9.34,Late,1,0,0,0,0,0,,,,0,26/05/2023,8.2,3,0
859,0,14/01/2012,Bichon Frise,0,24/10/2012,9.34,Late,1,0,0,0,0,0,,,,0,26/05/2023,8.2,4,0
185,1,10/07/2010,English Bull Terrier,0,20/04/2011,9.34,Late,1,0,0,0,0,0,20/12/2012,2.5,610,1,,2.2,1,0
185,1,10/07/2010,English Bull Terrier,0,20/04/2011,9.34,Late,1,0,0,0,0,0,20/12/2012,2.5,610,1,,2.2,2,1
185,1,10/07/2010,English Bull Terrier,0,20/04/2011,9.34,Late,1,0,0,0,0,0,20/12/2012,2.5,610,1,,2.2,3,
185,1,10/07/2010,English Bull Terrier,0,20/04/2011,9.34,Late,1,0,0,0,0,0,20/12/2012,2.5,610,1,,2.2,4,
69,0,21/06/2012,Labrador Retriever,0,02/04/2013,9.38,Late,1,0,0,0,0,0,04/08/2020,8.1,2681,1,,7.9,1,0
69,0,21/06/2012,Labrador Retriever,0,02/04/2013,9.38,Late,1,0,0,0,0,0,04/08/2020,8.1,2681,1,,7.9,2,0
69,0,21/06/2012,Labrador Retriever,0,02/04/2013,9.38,Late,1,0,0,0,0,0,04/08/2020,8.1,2681,1,,7.9,3,0
69,0,21/06/2012,Labrador Retriever,0,02/04/2013,9.38,Late,1,0,0,0,0,0,04/08/2020,8.1,2681,1,,7.9,4,1
890,3,16/12/2011,Crossbreed,0,26/09/2012,9.38,Late,1,0,0,0,0,0,,,,0,02/09/2021,8.2,1,0
890,3,16/12/2011,Crossbreed,0,26/09/2012,9.38,Late,1,0,0,0,0,0,,,,0,02/09/2021,8.2,2,0
890,3,16/12/2011,Crossbreed,0,26/09/2012,9.38,Late,1,0,0,0,0,0,,,,0,02/09/2021,8.2,3,0
890,3,16/12/2011,Crossbreed,0,26/09/2012,9.38,Late,1,0,0,0,0,0,,,,0,02/09/2021,8.2,4,0
202,0,09/11/2012,Crossbreed,1,22/08/2013,9.41,Late,1,0,0,0,0,0,08/07/2020,7.7,2512,1,,7.4,1,0
202,0,09/11/2012,Crossbreed,1,22/08/2013,9.41,Late,1,0,0,0,0,0,08/07/2020,7.7,2512,1,,7.4,2,0
202,0,09/11/2012,Crossbreed,1,22/08/2013,9.41,Late,1,0,0,0,0,0,08/07/2020,7.7,2512,1,,7.4,3,0
202,0,09/11/2012,Crossbreed,1,22/08/2013,9.41,Late,1,0,0,0,0,0,08/07/2020,7.7,2512,1,,7.4,4,1
503,0,25/08/2011,Crossbreed,0,06/06/2012,9.41,Late,1,0,0,0,0,0,24/10/2012,1.2,140,1,,0.9,1,1
503,0,25/08/2011,Crossbreed,0,06/06/2012,9.41,Late,1,0,0,0,0,0,24/10/2012,1.2,140,1,,0.9,2,
503,0,25/08/2011,Crossbreed,0,06/06/2012,9.41,Late,1,0,0,0,0,0,24/10/2012,1.2,140,1,,0.9,3,
503,0,25/08/2011,Crossbreed,0,06/06/2012,9.41,Late,1,0,0,0,0,0,24/10/2012,1.2,140,1,,0.9,4,
230,4,10/11/2010,Purebreed - Other,1,24/08/2011,9.44,Late,1,0,0,0,0,0,15/10/2013,2.9,783,1,,2.7,1,0
230,4,10/11/2010,Purebreed - Other,1,24/08/2011,9.44,Late,1,0,0,0,0,0,15/10/2013,2.9,783,1,,2.7,2,1
230,4,10/11/2010,Purebreed - Other,1,24/08/2011,9.44,Late,1,0,0,0,0,0,15/10/2013,2.9,783,1,,2.7,3,
230,4,10/11/2010,Purebreed - Other,1,24/08/2011,9.44,Late,1,0,0,0,0,0,15/10/2013,2.9,783,1,,2.7,4,
92,3,28/03/2011,Crossbreed,1,09/01/2012,9.44,Late,1,0,0,0,0,0,09/09/2014,3.5,974,1,,3.2,1,0
92,3,28/03/2011,Crossbreed,1,09/01/2012,9.44,Late,1,0,0,0,0,0,09/09/2014,3.5,974,1,,3.2,2,1
92,3,28/03/2011,Crossbreed,1,09/01/2012,9.44,Late,1,0,0,0,0,0,09/09/2014,3.5,974,1,,3.2,3,
92,3,28/03/2011,Crossbreed,1,09/01/2012,9.44,Late,1,0,0,0,0,0,09/09/2014,3.5,974,1,,3.2,4,
140,4,06/04/2011,Cocker Spaniel,1,19/01/2012,9.47,Late,1,0,0,0,0,0,,,,0,14/01/2022,8.2,1,0
140,4,06/04/2011,Cocker Spaniel,1,19/01/2012,9.47,Late,1,0,0,0,0,0,,,,0,14/01/2022,8.2,2,0
140,4,06/04/2011,Cocker Spaniel,1,19/01/2012,9.47,Late,1,0,0,0,0,0,,,,0,14/01/2022,8.2,3,0
140,4,06/04/2011,Cocker Spaniel,1,19/01/2012,9.47,Late,1,0,0,0,0,0,,,,0,14/01/2022,8.2,4,0
947,3,20/07/2011,Shih-tzu,1,03/05/2012,9.47,Late,1,0,0,0,0,0,,,,0,18/04/2013,1.5,1,0
947,3,20/07/2011,Shih-tzu,1,03/05/2012,9.47,Late,1,0,0,0,0,0,,,,0,18/04/2013,1.5,2,
947,3,20/07/2011,Shih-tzu,1,03/05/2012,9.47,Late,1,0,0,0,0,0,,,,0,18/04/2013,1.5,3,
947,3,20/07/2011,Shih-tzu,1,03/05/2012,9.47,Late,1,0,0,0,0,0,,,,0,18/04/2013,1.5,4,
423,3,24/08/2011,West Highland White Terrier,0,07/06/2012,9.47,Late,1,0,0,0,0,0,,,,0,28/05/2019,7.5,1,0
423,3,24/08/2011,West Highland White Terrier,0,07/06/2012,9.47,Late,1,0,0,0,0,0,,,,0,28/05/2019,7.5,2,0
423,3,24/08/2011,West Highland White Terrier,0,07/06/2012,9.47,Late,1,0,0,0,0,0,,,,0,28/05/2019,7.5,3,0
423,3,24/08/2011,West Highland White Terrier,0,07/06/2012,9.47,Late,1,0,0,0,0,0,,,,0,28/05/2019,7.5,4,0
553,3,05/06/2011,Crossbreed,1,21/03/2012,9.54,Late,1,0,0,0,0,0,29/09/2015,4.3,1287,1,,4.1,1,0
553,3,05/06/2011,Crossbreed,1,21/03/2012,9.54,Late,1,0,0,0,0,0,29/09/2015,4.3,1287,1,,4.1,2,1
553,3,05/06/2011,Crossbreed,1,21/03/2012,9.54,Late,1,0,0,0,0,0,29/09/2015,4.3,1287,1,,4.1,3,
553,3,05/06/2011,Crossbreed,1,21/03/2012,9.54,Late,1,0,0,0,0,0,29/09/2015,4.3,1287,1,,4.1,4,
888,0,14/04/2012,Jack Russell Terrier,0,30/01/2013,9.57,Late,1,0,0,0,0,0,,,,0,07/06/2017,4.9,1,0
888,0,14/04/2012,Jack Russell Terrier,0,30/01/2013,9.57,Late,1,0,0,0,0,0,,,,0,07/06/2017,4.9,2,0
888,0,14/04/2012,Jack Russell Terrier,0,30/01/2013,9.57,Late,1,0,0,0,0,0,,,,0,07/06/2017,4.9,3,0
888,0,14/04/2012,Jack Russell Terrier,0,30/01/2013,9.57,Late,1,0,0,0,0,0,,,,0,07/06/2017,4.9,4,
996,4,18/06/2010,Jack Russell Terrier,0,05/04/2011,9.57,Late,1,0,0,0,0,0,,,,0,09/09/2013,3,1,0
996,4,18/06/2010,Jack Russell Terrier,0,05/04/2011,9.57,Late,1,0,0,0,0,0,,,,0,09/09/2013,3,2,0
996,4,18/06/2010,Jack Russell Terrier,0,05/04/2011,9.57,Late,1,0,0,0,0,0,,,,0,09/09/2013,3,3,
996,4,18/06/2010,Jack Russell Terrier,0,05/04/2011,9.57,Late,1,0,0,0,0,0,,,,0,09/09/2013,3,4,
58,0,31/03/2012,German Wirehaired Pointer,0,17/01/2013,9.61,Late,1,0,0,0,0,0,14/08/2015,3.4,939,1,,3.1,1,0
58,0,31/03/2012,German Wirehaired Pointer,0,17/01/2013,9.61,Late,1,0,0,0,0,0,14/08/2015,3.4,939,1,,3.1,2,1
58,0,31/03/2012,German Wirehaired Pointer,0,17/01/2013,9.61,Late,1,0,0,0,0,0,14/08/2015,3.4,939,1,,3.1,3,
58,0,31/03/2012,German Wirehaired Pointer,0,17/01/2013,9.61,Late,1,0,0,0,0,0,14/08/2015,3.4,939,1,,3.1,4,
582,0,15/04/2012,Cavalier King Charles Spaniel,0,01/02/2013,9.61,Late,1,0,0,0,0,0,29/01/2020,7.8,2553,1,,7.5,1,0
582,0,15/04/2012,Cavalier King Charles Spaniel,0,01/02/2013,9.61,Late,1,0,0,0,0,0,29/01/2020,7.8,2553,1,,7.5,2,0
582,0,15/04/2012,Cavalier King Charles Spaniel,0,01/02/2013,9.61,Late,1,0,0,0,0,0,29/01/2020,7.8,2553,1,,7.5,3,0
582,0,15/04/2012,Cavalier King Charles Spaniel,0,01/02/2013,9.61,Late,1,0,0,0,0,0,29/01/2020,7.8,2553,1,,7.5,4,1
700,0,04/05/2010,Jack Russell Terrier,0,21/02/2011,9.64,Late,1,0,0,0,0,0,14/02/2012,1.8,358,1,,1.5,1,1
700,0,04/05/2010,Jack Russell Terrier,0,21/02/2011,9.64,Late,1,0,0,0,0,0,14/02/2012,1.8,358,1,,1.5,2,
700,0,04/05/2010,Jack Russell Terrier,0,21/02/2011,9.64,Late,1,0,0,0,0,0,14/02/2012,1.8,358,1,,1.5,3,
700,0,04/05/2010,Jack Russell Terrier,0,21/02/2011,9.64,Late,1,0,0,0,0,0,14/02/2012,1.8,358,1,,1.5,4,
941,4,23/08/2012,Miniature Schnauzer,1,12/06/2013,9.64,Late,1,0,0,0,0,0,,,,0,06/12/2019,7,1,0
941,4,23/08/2012,Miniature Schnauzer,1,12/06/2013,9.64,Late,1,0,0,0,0,0,,,,0,06/12/2019,7,2,0
941,4,23/08/2012,Miniature Schnauzer,1,12/06/2013,9.64,Late,1,0,0,0,0,0,,,,0,06/12/2019,7,3,0
941,4,23/08/2012,Miniature Schnauzer,1,12/06/2013,9.64,Late,1,0,0,0,0,0,,,,0,06/12/2019,7,4,0
14,4,12/12/2012,Cocker Spaniel,1,01/10/2013,9.64,Late,1,1,1,0,0,0,01/08/2018,5.6,1765,1,,5.4,1,0
14,4,12/12/2012,Cocker Spaniel,1,01/10/2013,9.64,Late,1,1,1,0,0,0,01/08/2018,5.6,1765,1,,5.4,2,0
14,4,12/12/2012,Cocker Spaniel,1,01/10/2013,9.64,Late,1,1,1,0,0,0,01/08/2018,5.6,1765,1,,5.4,3,1
14,4,12/12/2012,Cocker Spaniel,1,01/10/2013,9.64,Late,1,1,1,0,0,0,01/08/2018,5.6,1765,1,,5.4,4,
748,3,16/03/2012,Jack Russell Terrier,0,03/01/2013,9.64,Late,1,0,0,0,0,0,,,,0,16/09/2022,8.2,1,0
748,3,16/03/2012,Jack Russell Terrier,0,03/01/2013,9.64,Late,1,0,0,0,0,0,,,,0,16/09/2022,8.2,2,0
748,3,16/03/2012,Jack Russell Terrier,0,03/01/2013,9.64,Late,1,0,0,0,0,0,,,,0,16/09/2022,8.2,3,0
748,3,16/03/2012,Jack Russell Terrier,0,03/01/2013,9.64,Late,1,0,0,0,0,0,,,,0,16/09/2022,8.2,4,0
555,4,17/09/2010,Purebreed - Other,1,08/07/2011,9.67,Late,1,0,0,0,0,0,04/10/2015,5.1,1549,1,,4.8,1,0
555,4,17/09/2010,Purebreed - Other,1,08/07/2011,9.67,Late,1,0,0,0,0,0,04/10/2015,5.1,1549,1,,4.8,2,0
555,4,17/09/2010,Purebreed - Other,1,08/07/2011,9.67,Late,1,0,0,0,0,0,04/10/2015,5.1,1549,1,,4.8,3,1
555,4,17/09/2010,Purebreed - Other,1,08/07/2011,9.67,Late,1,0,0,0,0,0,04/10/2015,5.1,1549,1,,4.8,4,
975,3,04/12/2012,Labrador Retriever,0,24/09/2013,9.67,Late,1,0,0,0,0,0,,,,0,06/06/2023,8.2,1,0
975,3,04/12/2012,Labrador Retriever,0,24/09/2013,9.67,Late,1,0,0,0,0,0,,,,0,06/06/2023,8.2,2,0
975,3,04/12/2012,Labrador Retriever,0,24/09/2013,9.67,Late,1,0,0,0,0,0,,,,0,06/06/2023,8.2,3,0
975,3,04/12/2012,Labrador Retriever,0,24/09/2013,9.67,Late,1,0,0,0,0,0,,,,0,06/06/2023,8.2,4,0
468,2,02/11/2011,Shih-tzu,0,23/08/2012,9.7,Late,1,0,0,0,0,0,,,,0,31/01/2013,1,1,0
468,2,02/11/2011,Shih-tzu,0,23/08/2012,9.7,Late,1,0,0,0,0,0,,,,0,31/01/2013,1,2,
468,2,02/11/2011,Shih-tzu,0,23/08/2012,9.7,Late,1,0,0,0,0,0,,,,0,31/01/2013,1,3,
468,2,02/11/2011,Shih-tzu,0,23/08/2012,9.7,Late,1,0,0,0,0,0,,,,0,31/01/2013,1,4,
849,0,27/06/2012,Crossbreed,0,19/04/2013,9.74,Late,1,0,0,0,0,0,,,,0,24/03/2023,8.2,1,0
849,0,27/06/2012,Crossbreed,0,19/04/2013,9.74,Late,1,0,0,0,0,0,,,,0,24/03/2023,8.2,2,0
849,0,27/06/2012,Crossbreed,0,19/04/2013,9.74,Late,1,0,0,0,0,0,,,,0,24/03/2023,8.2,3,0
849,0,27/06/2012,Crossbreed,0,19/04/2013,9.74,Late,1,0,0,0,0,0,,,,0,24/03/2023,8.2,4,0
142,0,15/05/2012,Chihuahua,0,07/03/2013,9.74,Late,1,0,0,0,0,0,,,,0,19/03/2016,3.6,1,0
142,0,15/05/2012,Chihuahua,0,07/03/2013,9.74,Late,1,0,0,0,0,0,,,,0,19/03/2016,3.6,2,0
142,0,15/05/2012,Chihuahua,0,07/03/2013,9.74,Late,1,0,0,0,0,0,,,,0,19/03/2016,3.6,3,
142,0,15/05/2012,Chihuahua,0,07/03/2013,9.74,Late,1,0,0,0,0,0,,,,0,19/03/2016,3.6,4,
72,0,14/06/2011,German Shepherd Dog,0,05/04/2012,9.74,Late,1,0,0,0,0,0,04/06/2014,3,790,1,,2.7,1,0
72,0,14/06/2011,German Shepherd Dog,0,05/04/2012,9.74,Late,1,0,0,0,0,0,04/06/2014,3,790,1,,2.7,2,1
72,0,14/06/2011,German Shepherd Dog,0,05/04/2012,9.74,Late,1,0,0,0,0,0,04/06/2014,3,790,1,,2.7,3,
72,0,14/06/2011,German Shepherd Dog,0,05/04/2012,9.74,Late,1,0,0,0,0,0,04/06/2014,3,790,1,,2.7,4,
272,3,18/03/2012,Lhasa Apso,0,08/01/2013,9.74,Late,1,0,0,0,0,0,,,,0,29/11/2018,6.5,1,0
272,3,18/03/2012,Lhasa Apso,0,08/01/2013,9.74,Late,1,0,0,0,0,0,,,,0,29/11/2018,6.5,2,0
272,3,18/03/2012,Lhasa Apso,0,08/01/2013,9.74,Late,1,0,0,0,0,0,,,,0,29/11/2018,6.5,3,0
272,3,18/03/2012,Lhasa Apso,0,08/01/2013,9.74,Late,1,0,0,0,0,0,,,,0,29/11/2018,6.5,4,0
645,3,11/11/2012,Border Terrier,0,03/09/2013,9.74,Late,1,0,0,0,0,0,,,,0,14/03/2023,8.2,1,0
645,3,11/11/2012,Border Terrier,0,03/09/2013,9.74,Late,1,0,0,0,0,0,,,,0,14/03/2023,8.2,2,0
645,3,11/11/2012,Border Terrier,0,03/09/2013,9.74,Late,1,0,0,0,0,0,,,,0,14/03/2023,8.2,3,0
645,3,11/11/2012,Border Terrier,0,03/09/2013,9.74,Late,1,0,0,0,0,0,,,,0,14/03/2023,8.2,4,0
94,2,17/04/2012,Staffordshire Bull Terrier,0,08/02/2013,9.77,Late,1,0,0,0,0,0,,,,0,19/09/2017,5.2,1,0
94,2,17/04/2012,Staffordshire Bull Terrier,0,08/02/2013,9.77,Late,1,0,0,0,0,0,,,,0,19/09/2017,5.2,2,0
94,2,17/04/2012,Staffordshire Bull Terrier,0,08/02/2013,9.77,Late,1,0,0,0,0,0,,,,0,19/09/2017,5.2,3,0
94,2,17/04/2012,Staffordshire Bull Terrier,0,08/02/2013,9.77,Late,1,0,0,0,0,0,,,,0,19/09/2017,5.2,4,
721,4,22/11/2010,Weimaraner,0,15/09/2011,9.77,Late,1,0,0,0,0,0,,,,0,10/10/2014,3.6,1,0
721,4,22/11/2010,Weimaraner,0,15/09/2011,9.77,Late,1,0,0,0,0,0,,,,0,10/10/2014,3.6,2,0
721,4,22/11/2010,Weimaraner,0,15/09/2011,9.77,Late,1,0,0,0,0,0,,,,0,10/10/2014,3.6,3,
721,4,22/11/2010,Weimaraner,0,15/09/2011,9.77,Late,1,0,0,0,0,0,,,,0,10/10/2014,3.6,4,
346,4,28/10/2011,Beagle,1,21/08/2012,9.8,Late,1,0,0,0,0,0,14/01/2013,1.2,146,1,,1,1,1
346,4,28/10/2011,Beagle,1,21/08/2012,9.8,Late,1,0,0,0,0,0,14/01/2013,1.2,146,1,,1,2,
346,4,28/10/2011,Beagle,1,21/08/2012,9.8,Late,1,0,0,0,0,0,14/01/2013,1.2,146,1,,1,3,
346,4,28/10/2011,Beagle,1,21/08/2012,9.8,Late,1,0,0,0,0,0,14/01/2013,1.2,146,1,,1,4,
437,0,26/05/2012,Bichon Frise,0,22/03/2013,9.87,Late,1,1,0,0,0,0,,,,0,12/06/2023,8.2,1,0
437,0,26/05/2012,Bichon Frise,0,22/03/2013,9.87,Late,1,1,0,0,0,0,,,,0,12/06/2023,8.2,2,0
437,0,26/05/2012,Bichon Frise,0,22/03/2013,9.87,Late,1,1,0,0,0,0,,,,0,12/06/2023,8.2,3,0
437,0,26/05/2012,Bichon Frise,0,22/03/2013,9.87,Late,1,1,0,0,0,0,,,,0,12/06/2023,8.2,4,0
421,4,24/02/2012,Crossbreed,1,20/12/2012,9.87,Late,1,0,0,0,0,0,04/03/2017,5,1535,1,,4.8,1,0
421,4,24/02/2012,Crossbreed,1,20/12/2012,9.87,Late,1,0,0,0,0,0,04/03/2017,5,1535,1,,4.8,2,0
421,4,24/02/2012,Crossbreed,1,20/12/2012,9.87,Late,1,0,0,0,0,0,04/03/2017,5,1535,1,,4.8,3,1
421,4,24/02/2012,Crossbreed,1,20/12/2012,9.87,Late,1,0,0,0,0,0,04/03/2017,5,1535,1,,4.8,4,
675,0,30/04/2012,Lhasa Apso,0,25/02/2013,9.9,Late,1,0,0,0,0,0,,,,0,31/07/2013,1,1,0
675,0,30/04/2012,Lhasa Apso,0,25/02/2013,9.9,Late,1,0,0,0,0,0,,,,0,31/07/2013,1,2,
675,0,30/04/2012,Lhasa Apso,0,25/02/2013,9.9,Late,1,0,0,0,0,0,,,,0,31/07/2013,1,3,
675,0,30/04/2012,Lhasa Apso,0,25/02/2013,9.9,Late,1,0,0,0,0,0,,,,0,31/07/2013,1,4,
691,0,03/12/2010,English Springer Spaniel,0,30/09/2011,9.9,Late,1,0,0,0,0,0,25/03/2012,1.3,177,1,,1.1,1,1
691,0,03/12/2010,English Springer Spaniel,0,30/09/2011,9.9,Late,1,0,0,0,0,0,25/03/2012,1.3,177,1,,1.1,2,
691,0,03/12/2010,English Springer Spaniel,0,30/09/2011,9.9,Late,1,0,0,0,0,0,25/03/2012,1.3,177,1,,1.1,3,
691,0,03/12/2010,English Springer Spaniel,0,30/09/2011,9.9,Late,1,0,0,0,0,0,25/03/2012,1.3,177,1,,1.1,4,
276,4,26/01/2011,Crossbreed,0,23/11/2011,9.9,Late,1,0,0,0,0,0,,,,0,13/05/2014,3,1,0
276,4,26/01/2011,Crossbreed,0,23/11/2011,9.9,Late,1,0,0,0,0,0,,,,0,13/05/2014,3,2,0
276,4,26/01/2011,Crossbreed,0,23/11/2011,9.9,Late,1,0,0,0,0,0,,,,0,13/05/2014,3,3,
276,4,26/01/2011,Crossbreed,0,23/11/2011,9.9,Late,1,0,0,0,0,0,,,,0,13/05/2014,3,4,
7,3,24/02/2012,Miniature Schnauzer,0,21/12/2012,9.9,Late,1,0,0,0,0,0,,,,0,03/03/2021,8.2,1,0
7,3,24/02/2012,Miniature Schnauzer,0,21/12/2012,9.9,Late,1,0,0,0,0,0,,,,0,03/03/2021,8.2,2,0
7,3,24/02/2012,Miniature Schnauzer,0,21/12/2012,9.9,Late,1,0,0,0,0,0,,,,0,03/03/2021,8.2,3,0
7,3,24/02/2012,Miniature Schnauzer,0,21/12/2012,9.9,Late,1,0,0,0,0,0,,,,0,03/03/2021,8.2,4,0
356,3,21/09/2012,Jack Russell Terrier,1,19/07/2013,9.9,Late,1,0,0,0,0,0,,,,0,05/07/2016,3.5,1,0
356,3,21/09/2012,Jack Russell Terrier,1,19/07/2013,9.9,Late,1,0,0,0,0,0,,,,0,05/07/2016,3.5,2,0
356,3,21/09/2012,Jack Russell Terrier,1,19/07/2013,9.9,Late,1,0,0,0,0,0,,,,0,05/07/2016,3.5,3,
356,3,21/09/2012,Jack Russell Terrier,1,19/07/2013,9.9,Late,1,0,0,0,0,0,,,,0,05/07/2016,3.5,4,
304,3,25/05/2011,Labrador Retriever,0,22/03/2012,9.93,Late,1,0,0,0,0,0,22/02/2018,6.8,2163,1,,6.5,1,0
304,3,25/05/2011,Labrador Retriever,0,22/03/2012,9.93,Late,1,0,0,0,0,0,22/02/2018,6.8,2163,1,,6.5,2,0
304,3,25/05/2011,Labrador Retriever,0,22/03/2012,9.93,Late,1,0,0,0,0,0,22/02/2018,6.8,2163,1,,6.5,3,0
304,3,25/05/2011,Labrador Retriever,0,22/03/2012,9.93,Late,1,0,0,0,0,0,22/02/2018,6.8,2163,1,,6.5,4,1
945,3,07/12/2011,Staffordshire Bull Terrier,1,04/10/2012,9.93,Late,1,0,0,0,0,0,02/09/2019,7.7,2524,1,,7.5,1,0
945,3,07/12/2011,Staffordshire Bull Terrier,1,04/10/2012,9.93,Late,1,0,0,0,0,0,02/09/2019,7.7,2524,1,,7.5,2,0
945,3,07/12/2011,Staffordshire Bull Terrier,1,04/10/2012,9.93,Late,1,0,0,0,0,0,02/09/2019,7.7,2524,1,,7.5,3,0
945,3,07/12/2011,Staffordshire Bull Terrier,1,04/10/2012,9.93,Late,1,0,0,0,0,0,02/09/2019,7.7,2524,1,,7.5,4,1
935,3,02/07/2012,Labrador Retriever,1,30/04/2013,9.93,Late,1,0,0,0,0,0,,,,0,13/05/2023,8.2,1,0
935,3,02/07/2012,Labrador Retriever,1,30/04/2013,9.93,Late,1,0,0,0,0,0,,,,0,13/05/2023,8.2,2,0
935,3,02/07/2012,Labrador Retriever,1,30/04/2013,9.93,Late,1,0,0,0,0,0,,,,0,13/05/2023,8.2,3,0
935,3,02/07/2012,Labrador Retriever,1,30/04/2013,9.93,Late,1,0,0,0,0,0,,,,0,13/05/2023,8.2,4,0
840,0,21/11/2012,Shih-tzu,0,20/09/2013,9.97,Late,1,0,0,0,0,0,,,,0,09/05/2023,8.2,1,0
840,0,21/11/2012,Shih-tzu,0,20/09/2013,9.97,Late,1,0,0,0,0,0,,,,0,09/05/2023,8.2,2,0
840,0,21/11/2012,Shih-tzu,0,20/09/2013,9.97,Late,1,0,0,0,0,0,,,,0,09/05/2023,8.2,3,0
840,0,21/11/2012,Shih-tzu,0,20/09/2013,9.97,Late,1,0,0,0,0,0,,,,0,09/05/2023,8.2,4,0
409,3,21/05/2011,English Springer Spaniel,1,19/03/2012,9.97,Late,1,0,0,0,0,0,08/09/2014,3.3,903,1,,3.1,1,0
409,3,21/05/2011,English Springer Spaniel,1,19/03/2012,9.97,Late,1,0,0,0,0,0,08/09/2014,3.3,903,1,,3.1,2,1
409,3,21/05/2011,English Springer Spaniel,1,19/03/2012,9.97,Late,1,0,0,0,0,0,08/09/2014,3.3,903,1,,3.1,3,
409,3,21/05/2011,English Springer Spaniel,1,19/03/2012,9.97,Late,1,0,0,0,0,0,08/09/2014,3.3,903,1,,3.1,4,
767,2,16/01/2012,Cavalier King Charles Spaniel,0,15/11/2012,10,Late,1,0,0,0,0,0,,,,0,25/10/2016,4.5,1,0
767,2,16/01/2012,Cavalier King Charles Spaniel,0,15/11/2012,10,Late,1,0,0,0,0,0,,,,0,25/10/2016,4.5,2,0
767,2,16/01/2012,Cavalier King Charles Spaniel,0,15/11/2012,10,Late,1,0,0,0,0,0,,,,0,25/10/2016,4.5,3,0
767,2,16/01/2012,Cavalier King Charles Spaniel,0,15/11/2012,10,Late,1,0,0,0,0,0,,,,0,25/10/2016,4.5,4,
538,0,12/11/2010,Border Terrier,0,12/09/2011,10,Late,1,0,0,0,0,0,,,,0,19/03/2012,1.1,1,0
538,0,12/11/2010,Border Terrier,0,12/09/2011,10,Late,1,0,0,0,0,0,,,,0,19/03/2012,1.1,2,
538,0,12/11/2010,Border Terrier,0,12/09/2011,10,Late,1,0,0,0,0,0,,,,0,19/03/2012,1.1,3,
538,0,12/11/2010,Border Terrier,0,12/09/2011,10,Late,1,0,0,0,0,0,,,,0,19/03/2012,1.1,4,
214,4,25/09/2011,Staffordshire Bull Terrier,0,25/07/2012,10,Late,1,0,0,0,0,0,,,,0,01/04/2014,2.3,1,0
214,4,25/09/2011,Staffordshire Bull Terrier,0,25/07/2012,10,Late,1,0,0,0,0,0,,,,0,01/04/2014,2.3,2,
214,4,25/09/2011,Staffordshire Bull Terrier,0,25/07/2012,10,Late,1,0,0,0,0,0,,,,0,01/04/2014,2.3,3,
214,4,25/09/2011,Staffordshire Bull Terrier,0,25/07/2012,10,Late,1,0,0,0,0,0,,,,0,01/04/2014,2.3,4,
237,4,25/09/2011,West Highland White Terrier,0,25/07/2012,10,Late,1,0,0,0,0,0,,,,0,07/04/2014,2.3,1,0
237,4,25/09/2011,West Highland White Terrier,0,25/07/2012,10,Late,1,0,0,0,0,0,,,,0,07/04/2014,2.3,2,
237,4,25/09/2011,West Highland White Terrier,0,25/07/2012,10,Late,1,0,0,0,0,0,,,,0,07/04/2014,2.3,3,
237,4,25/09/2011,West Highland White Terrier,0,25/07/2012,10,Late,1,0,0,0,0,0,,,,0,07/04/2014,2.3,4,
711,0,07/07/2012,Whippet,0,08/05/2013,10.03,Late,1,0,0,0,0,0,17/06/2020,8,2597,1,,7.7,1,0
711,0,07/07/2012,Whippet,0,08/05/2013,10.03,Late,1,0,0,0,0,0,17/06/2020,8,2597,1,,7.7,2,0
711,0,07/07/2012,Whippet,0,08/05/2013,10.03,Late,1,0,0,0,0,0,17/06/2020,8,2597,1,,7.7,3,0
711,0,07/07/2012,Whippet,0,08/05/2013,10.03,Late,1,0,0,0,0,0,17/06/2020,8,2597,1,,7.7,4,1
536,0,20/12/2012,Crossbreed,0,21/10/2013,10.03,Late,1,0,0,0,0,0,,,,0,02/09/2022,8.2,1,0
536,0,20/12/2012,Crossbreed,0,21/10/2013,10.03,Late,1,0,0,0,0,0,,,,0,02/09/2022,8.2,2,0
536,0,20/12/2012,Crossbreed,0,21/10/2013,10.03,Late,1,0,0,0,0,0,,,,0,02/09/2022,8.2,3,0
