PatientID,Veterinary_Group,BirthDate,Breed,Insurance_status,Date_of_neuter,Age_at_neuter_months,Neuter_Early,Neuter_Later_01,Comorbidity,Umbilical_hernia,Skin_disorder,Ear_disorder,Urogenital_disorder,Date of UI diagnosis,Age_at_UI,Time_Neuter_to_UI,UI_01,Final_EPR_Date,Follow_up_time_years,Time_interval,UI,Cens,Cens_wt
684,4,13/09/2010,Purebreed - Other,1,21/04/2011,7.24,Late,1,0,0,0,0,0,19/06/2017,6.8,2251,1,,6.5,1,0,0,0.900229214
684,4,13/09/2010,Purebreed - Other,1,21/04/2011,7.24,Late,1,0,0,0,0,0,19/06/2017,6.8,2251,1,,6.5,2,0,0,0.900229214
684,4,13/09/2010,Purebreed - Other,1,21/04/2011,7.24,Late,1,0,0,0,0,0,19/06/2017,6.8,2251,1,,6.5,3,0,0,0.900229214
684,4,13/09/2010,Purebreed - Other,1,21/04/2011,7.24,Late,1,0,0,0,0,0,19/06/2017,6.8,2251,1,,6.5,4,1,,0.900229214
506,4,14/08/2012,Boxer,1,22/03/2013,7.24,Late,1,0,0,0,0,0,15/10/2020,8.2,2764,1,,7.9,1,0,0,0.808894894
506,4,14/08/2012,Boxer,1,22/03/2013,7.24,Late,1,0,0,0,0,0,15/10/2020,8.2,2764,1,,7.9,2,0,0,0.808894894
506,4,14/08/2012,Boxer,1,22/03/2013,7.24,Late,1,0,0,0,0,0,15/10/2020,8.2,2764,1,,7.9,3,0,0,0.808894894
506,4,14/08/2012,Boxer,1,22/03/2013,7.24,Late,1,0,0,0,0,0,15/10/2020,8.2,2764,1,,7.9,4,1,,0.808894894
551,3,25/09/2011,Crossbreed,0,02/05/2012,7.24,Late,1,0,0,0,0,0,,,,0,29/03/2023,8.2,1,0,0,1.204287886
551,3,25/09/2011,Crossbreed,0,02/05/2012,7.24,Late,1,0,0,0,0,0,,,,0,29/03/2023,8.2,2,0,0,1.204287886
551,3,25/09/2011,Crossbreed,0,02/05/2012,7.24,Late,1,0,0,0,0,0,,,,0,29/03/2023,8.2,3,0,0,1.204287886
551,3,25/09/2011,Crossbreed,0,02/05/2012,7.24,Late,1,0,0,0,0,0,,,,0,29/03/2023,8.2,4,0,0,1.204287886
905,3,07/08/2011,Labradoodle,0,14/03/2012,7.24,Late,1,0,0,0,0,0,01/12/2018,7.3,2453,1,,7.1,1,0,0,1.093958596
905,3,07/08/2011,Labradoodle,0,14/03/2012,7.24,Late,1,0,0,0,0,0,01/12/2018,7.3,2453,1,,7.1,2,0,0,1.093958596
905,3,07/08/2011,Labradoodle,0,14/03/2012,7.24,Late,1,0,0,0,0,0,01/12/2018,7.3,2453,1,,7.1,3,0,0,1.093958596
905,3,07/08/2011,Labradoodle,0,14/03/2012,7.24,Late,1,0,0,0,0,0,01/12/2018,7.3,2453,1,,7.1,4,1,,1.093958596
722,2,28/06/2012,Crossbreed,0,04/02/2013,7.27,Late,1,0,0,0,0,0,,,,0,30/01/2014,1.3,1,0,0,1.118896524
722,2,28/06/2012,Crossbreed,0,04/02/2013,7.27,Late,1,0,0,0,0,0,,,,0,30/01/2014,1.3,2,,1,1.118896524
722,2,28/06/2012,Crossbreed,0,04/02/2013,7.27,Late,1,0,0,0,0,0,,,,0,30/01/2014,1.3,3,,1,1.118896524
722,2,28/06/2012,Crossbreed,0,04/02/2013,7.27,Late,1,0,0,0,0,0,,,,0,30/01/2014,1.3,4,,1,1.118896524
379,0,25/10/2012,Poodle,0,03/06/2013,7.27,Late,1,0,0,0,0,0,20/02/2020,7.3,2453,1,,7.1,1,0,0,1.004739029
379,0,25/10/2012,Poodle,0,03/06/2013,7.27,Late,1,0,0,0,0,0,20/02/2020,7.3,2453,1,,7.1,2,0,0,1.004739029
379,0,25/10/2012,Poodle,0,03/06/2013,7.27,Late,1,0,0,0,0,0,20/02/2020,7.3,2453,1,,7.1,3,0,0,1.004739029
379,0,25/10/2012,Poodle,0,03/06/2013,7.27,Late,1,0,0,0,0,0,20/02/2020,7.3,2453,1,,7.1,4,1,,1.004739029
199,0,17/10/2010,German Shepherd Dog,0,26/05/2011,7.27,Late,1,0,0,0,0,0,,,,0,25/02/2023,8.2,1,0,0,0.953215176
199,0,17/10/2010,German Shepherd Dog,0,26/05/2011,7.27,Late,1,0,0,0,0,0,,,,0,25/02/2023,8.2,2,0,0,0.953215176
199,0,17/10/2010,German Shepherd Dog,0,26/05/2011,7.27,Late,1,0,0,0,0,0,,,,0,25/02/2023,8.2,3,0,0,0.953215176
199,0,17/10/2010,German Shepherd Dog,0,26/05/2011,7.27,Late,1,0,0,0,0,0,,,,0,25/02/2023,8.2,4,0,0,0.953215176
252,0,13/05/2012,Rottweiler,0,21/12/2012,7.3,Late,1,0,0,0,0,0,26/08/2013,1.3,248,1,,1,1,1,0,1
252,0,13/05/2012,Rottweiler,0,21/12/2012,7.3,Late,1,0,0,0,0,0,26/08/2013,1.3,248,1,,1,2,,1,1
252,0,13/05/2012,Rottweiler,0,21/12/2012,7.3,Late,1,0,0,0,0,0,26/08/2013,1.3,248,1,,1,3,,1,1
252,0,13/05/2012,Rottweiler,0,21/12/2012,7.3,Late,1,0,0,0,0,0,26/08/2013,1.3,248,1,,1,4,,1,1
561,0,25/03/2012,Cocker Spaniel,0,02/11/2012,7.3,Late,1,0,0,0,0,0,21/05/2014,2.2,565,1,,1.9,1,1,0,1
561,0,25/03/2012,Cocker Spaniel,0,02/11/2012,7.3,Late,1,0,0,0,0,0,21/05/2014,2.2,565,1,,1.9,2,,1,1
561,0,25/03/2012,Cocker Spaniel,0,02/11/2012,7.3,Late,1,0,0,0,0,0,21/05/2014,2.2,565,1,,1.9,3,,1,1
561,0,25/03/2012,Cocker Spaniel,0,02/11/2012,7.3,Late,1,0,0,0,0,0,21/05/2014,2.2,565,1,,1.9,4,,1,1
92,0,11/12/2010,Dalmatian,0,21/07/2011,7.3,Late,1,0,0,0,0,0,,,,0,19/10/2018,7.6,1,0,0,1.051598115
92,0,11/12/2010,Dalmatian,0,21/07/2011,7.3,Late,1,0,0,0,0,0,,,,0,19/10/2018,7.6,2,0,0,1.051598115
92,0,11/12/2010,Dalmatian,0,21/07/2011,7.3,Late,1,0,0,0,0,0,,,,0,19/10/2018,7.6,3,0,0,1.051598115
92,0,11/12/2010,Dalmatian,0,21/07/2011,7.3,Late,1,0,0,0,0,0,,,,0,19/10/2018,7.6,4,0,0,1.051598115
539,4,03/07/2011,Boxer,1,10/02/2012,7.3,Late,1,0,0,0,0,0,19/12/2012,1.5,313,1,,1.2,1,1,0,1
539,4,03/07/2011,Boxer,1,10/02/2012,7.3,Late,1,0,0,0,0,0,19/12/2012,1.5,313,1,,1.2,2,,1,1
539,4,03/07/2011,Boxer,1,10/02/2012,7.3,Late,1,0,0,0,0,0,19/12/2012,1.5,313,1,,1.2,3,,1,1
539,4,03/07/2011,Boxer,1,10/02/2012,7.3,Late,1,0,0,0,0,0,19/12/2012,1.5,313,1,,1.2,4,,1,1
22,3,25/06/2011,Labradoodle,0,02/02/2012,7.3,Late,1,0,0,0,0,0,,,,0,09/06/2023,8.2,1,0,0,1.188882059
22,3,25/06/2011,Labradoodle,0,02/02/2012,7.3,Late,1,0,0,0,0,0,,,,0,09/06/2023,8.2,2,0,0,1.188882059
22,3,25/06/2011,Labradoodle,0,02/02/2012,7.3,Late,1,0,0,0,0,0,,,,0,09/06/2023,8.2,3,0,0,1.188882059
22,3,25/06/2011,Labradoodle,0,02/02/2012,7.3,Late,1,0,0,0,0,0,,,,0,09/06/2023,8.2,4,0,0,1.188882059
614,3,13/07/2012,Cocker Spaniel,1,20/02/2013,7.3,Late,1,0,0,0,0,0,,,,0,20/04/2023,8.2,1,0,0,0.777920187
614,3,13/07/2012,Cocker Spaniel,1,20/02/2013,7.3,Late,1,0,0,0,0,0,,,,0,20/04/2023,8.2,2,0,0,0.777920187
614,3,13/07/2012,Cocker Spaniel,1,20/02/2013,7.3,Late,1,0,0,0,0,0,,,,0,20/04/2023,8.2,3,0,0,0.777920187
614,3,13/07/2012,Cocker Spaniel,1,20/02/2013,7.3,Late,1,0,0,0,0,0,,,,0,20/04/2023,8.2,4,0,0,0.777920187
453,3,28/10/2012,Crossbreed,1,07/06/2013,7.3,Late,1,0,0,0,0,0,,,,0,27/05/2023,8.2,1,0,0,0.839211843
453,3,28/10/2012,Crossbreed,1,07/06/2013,7.3,Late,1,0,0,0,0,0,,,,0,27/05/2023,8.2,2,0,0,0.839211843
453,3,28/10/2012,Crossbreed,1,07/06/2013,7.3,Late,1,0,0,0,0,0,,,,0,27/05/2023,8.2,3,0,0,0.839211843
453,3,28/10/2012,Crossbreed,1,07/06/2013,7.3,Late,1,0,0,0,0,0,,,,0,27/05/2023,8.2,4,0,0,0.839211843
593,0,08/06/2012,Crossbreed,0,17/01/2013,7.34,Late,1,0,0,0,0,0,11/07/2013,1.1,175,1,,0.8,1,1,0,1
593,0,08/06/2012,Crossbreed,0,17/01/2013,7.34,Late,1,0,0,0,0,0,11/07/2013,1.1,175,1,,0.8,2,,1,1
593,0,08/06/2012,Crossbreed,0,17/01/2013,7.34,Late,1,0,0,0,0,0,11/07/2013,1.1,175,1,,0.8,3,,1,1
593,0,08/06/2012,Crossbreed,0,17/01/2013,7.34,Late,1,0,0,0,0,0,11/07/2013,1.1,175,1,,0.8,4,,1,1
590,4,19/05/2012,Crossbreed,1,28/12/2012,7.34,Late,1,0,0,0,0,0,,,,0,06/04/2023,8.2,1,0,0,0.892998555
590,4,19/05/2012,Crossbreed,1,28/12/2012,7.34,Late,1,0,0,0,0,0,,,,0,06/04/2023,8.2,2,0,0,0.892998555
590,4,19/05/2012,Crossbreed,1,28/12/2012,7.34,Late,1,0,0,0,0,0,,,,0,06/04/2023,8.2,3,0,0,0.892998555
590,4,19/05/2012,Crossbreed,1,28/12/2012,7.34,Late,1,0,0,0,0,0,,,,0,06/04/2023,8.2,4,0,0,0.892998555
726,3,20/12/2011,Crossbreed,0,30/07/2012,7.34,Late,1,0,0,0,0,0,21/04/2020,8.3,2822,1,,8.1,1,0,0,1.160513204
726,3,20/12/2011,Crossbreed,0,30/07/2012,7.34,Late,1,0,0,0,0,0,21/04/2020,8.3,2822,1,,8.1,2,0,0,1.160513204
726,3,20/12/2011,Crossbreed,0,30/07/2012,7.34,Late,1,0,0,0,0,0,21/04/2020,8.3,2822,1,,8.1,3,0,0,1.160513204
726,3,20/12/2011,Crossbreed,0,30/07/2012,7.34,Late,1,0,0,0,0,0,21/04/2020,8.3,2822,1,,8.1,4,1,,1.160513204
616,3,09/11/2011,Labrador Retriever,0,19/06/2012,7.34,Late,1,0,0,0,0,0,07/08/2014,2.7,779,1,,2.5,1,0,0,1
616,3,09/11/2011,Labrador Retriever,0,19/06/2012,7.34,Late,1,0,0,0,0,0,07/08/2014,2.7,779,1,,2.5,2,1,,1
616,3,09/11/2011,Labrador Retriever,0,19/06/2012,7.34,Late,1,0,0,0,0,0,07/08/2014,2.7,779,1,,2.5,3,,1,1
616,3,09/11/2011,Labrador Retriever,0,19/06/2012,7.34,Late,1,0,0,0,0,0,07/08/2014,2.7,779,1,,2.5,4,,1,1
9,0,01/10/2012,Labrador Retriever,0,13/05/2013,7.37,Late,1,0,0,0,0,0,,,,0,28/10/2022,8.2,1,0,0,1.134438892
9,0,01/10/2012,Labrador Retriever,0,13/05/2013,7.37,Late,1,0,0,0,0,0,,,,0,28/10/2022,8.2,2,0,0,1.134438892
9,0,01/10/2012,Labrador Retriever,0,13/05/2013,7.37,Late,1,0,0,0,0,0,,,,0,28/10/2022,8.2,3,0,0,1.134438892
9,0,01/10/2012,Labrador Retriever,0,13/05/2013,7.37,Late,1,0,0,0,0,0,,,,0,28/10/2022,8.2,4,0,0,1.134438892
126,2,02/12/2010,Crossbreed,1,14/07/2011,7.37,Late,1,0,0,0,0,0,,,,0,12/05/2018,7.2,1,0,0,0.890592755
126,2,02/12/2010,Crossbreed,1,14/07/2011,7.37,Late,1,0,0,0,0,0,,,,0,12/05/2018,7.2,2,0,0,0.890592755
126,2,02/12/2010,Crossbreed,1,14/07/2011,7.37,Late,1,0,0,0,0,0,,,,0,12/05/2018,7.2,3,0,0,0.890592755
126,2,02/12/2010,Crossbreed,1,14/07/2011,7.37,Late,1,0,0,0,0,0,,,,0,12/05/2018,7.2,4,0,0,0.890592755
950,4,21/08/2012,English Springer Spaniel,0,02/04/2013,7.37,Late,1,0,0,0,0,0,21/07/2017,4.9,1571,1,,4.7,1,0,0,1.08040842
950,4,21/08/2012,English Springer Spaniel,0,02/04/2013,7.37,Late,1,0,0,0,0,0,21/07/2017,4.9,1571,1,,4.7,2,0,0,1.08040842
950,4,21/08/2012,English Springer Spaniel,0,02/04/2013,7.37,Late,1,0,0,0,0,0,21/07/2017,4.9,1571,1,,4.7,3,1,,1.08040842
950,4,21/08/2012,English Springer Spaniel,0,02/04/2013,7.37,Late,1,0,0,0,0,0,21/07/2017,4.9,1571,1,,4.7,4,,1,1.08040842
615,3,03/12/2012,Crossbreed,1,15/07/2013,7.37,Late,1,0,0,0,0,0,,,,0,12/11/2019,6.7,1,0,0,0.839211843
615,3,03/12/2012,Crossbreed,1,15/07/2013,7.37,Late,1,0,0,0,0,0,,,,0,12/11/2019,6.7,2,0,0,0.839211843
615,3,03/12/2012,Crossbreed,1,15/07/2013,7.37,Late,1,0,0,0,0,0,,,,0,12/11/2019,6.7,3,0,0,0.839211843
615,3,03/12/2012,Crossbreed,1,15/07/2013,7.37,Late,1,0,0,0,0,0,,,,0,12/11/2019,6.7,4,0,0,0.839211843
888,3,01/06/2011,Crossbreed,0,13/01/2012,7.43,Late,1,0,0,0,0,0,11/09/2013,2.3,607,1,,2,1,1,0,1
888,3,01/06/2011,Crossbreed,0,13/01/2012,7.43,Late,1,0,0,0,0,0,11/09/2013,2.3,607,1,,2,2,,1,1
888,3,01/06/2011,Crossbreed,0,13/01/2012,7.43,Late,1,0,0,0,0,0,11/09/2013,2.3,607,1,,2,3,,1,1
888,3,01/06/2011,Crossbreed,0,13/01/2012,7.43,Late,1,0,0,0,0,0,11/09/2013,2.3,607,1,,2,4,,1,1
548,3,23/08/2011,Crossbreed,0,05/04/2012,7.43,Late,1,0,0,0,0,0,,,,0,22/06/2015,3.6,1,0,0,1.160513204
548,3,23/08/2011,Crossbreed,0,05/04/2012,7.43,Late,1,0,0,0,0,0,,,,0,22/06/2015,3.6,2,0,0,1.160513204
548,3,23/08/2011,Crossbreed,0,05/04/2012,7.43,Late,1,0,0,0,0,0,,,,0,22/06/2015,3.6,3,,1,1.160513204
548,3,23/08/2011,Crossbreed,0,05/04/2012,7.43,Late,1,0,0,0,0,0,,,,0,22/06/2015,3.6,4,,1,1.160513204
532,3,19/12/2012,Bearded Collie,1,02/08/2013,7.43,Late,1,0,0,0,0,0,08/06/2017,4.5,1406,1,,4.2,1,0,0,0.939631263
532,3,19/12/2012,Bearded Collie,1,02/08/2013,7.43,Late,1,0,0,0,0,0,08/06/2017,4.5,1406,1,,4.2,2,0,0,0.939631263
532,3,19/12/2012,Bearded Collie,1,02/08/2013,7.43,Late,1,0,0,0,0,0,08/06/2017,4.5,1406,1,,4.2,3,1,,0.939631263
532,3,19/12/2012,Bearded Collie,1,02/08/2013,7.43,Late,1,0,0,0,0,0,08/06/2017,4.5,1406,1,,4.2,4,,1,0.939631263
677,2,25/09/2011,Crossbreed,0,09/05/2012,7.47,Late,1,0,0,0,0,0,,,,0,30/08/2019,7.7,1,0,0,1.315429767
677,2,25/09/2011,Crossbreed,0,09/05/2012,7.47,Late,1,0,0,0,0,0,,,,0,30/08/2019,7.7,2,0,0,1.315429767
677,2,25/09/2011,Crossbreed,0,09/05/2012,7.47,Late,1,0,0,0,0,0,,,,0,30/08/2019,7.7,3,0,0,1.315429767
677,2,25/09/2011,Crossbreed,0,09/05/2012,7.47,Late,1,0,0,0,0,0,,,,0,30/08/2019,7.7,4,0,0,1.315429767
247,0,26/02/2010,Crossbreed,0,11/10/2010,7.47,Late,1,0,0,0,0,0,,,,0,25/04/2017,6.9,1,0,0,1.042043392
247,0,26/02/2010,Crossbreed,0,11/10/2010,7.47,Late,1,0,0,0,0,0,,,,0,25/04/2017,6.9,2,0,0,1.042043392
247,0,26/02/2010,Crossbreed,0,11/10/2010,7.47,Late,1,0,0,0,0,0,,,,0,25/04/2017,6.9,3,0,0,1.042043392
247,0,26/02/2010,Crossbreed,0,11/10/2010,7.47,Late,1,0,0,0,0,0,,,,0,25/04/2017,6.9,4,0,0,1.042043392
675,0,18/12/2012,Cocker Spaniel,0,02/08/2013,7.47,Late,1,1,0,1,0,0,,,,0,08/12/2022,8.2,1,0,0,0.717751837
675,0,18/12/2012,Cocker Spaniel,0,02/08/2013,7.47,Late,1,1,0,1,0,0,,,,0,08/12/2022,8.2,2,0,0,0.717751837
675,0,18/12/2012,Cocker Spaniel,0,02/08/2013,7.47,Late,1,1,0,1,0,0,,,,0,08/12/2022,8.2,3,0,0,0.717751837
675,0,18/12/2012,Cocker Spaniel,0,02/08/2013,7.47,Late,1,1,0,1,0,0,,,,0,08/12/2022,8.2,4,0,0,0.717751837
574,3,06/11/2011,Crossbreed,0,20/06/2012,7.47,Late,1,0,0,0,0,0,,,,0,13/03/2020,8.1,1,0,0,1.204287886
574,3,06/11/2011,Crossbreed,0,20/06/2012,7.47,Late,1,0,0,0,0,0,,,,0,13/03/2020,8.1,2,0,0,1.204287886
574,3,06/11/2011,Crossbreed,0,20/06/2012,7.47,Late,1,0,0,0,0,0,,,,0,13/03/2020,8.1,3,0,0,1.204287886
574,3,06/11/2011,Crossbreed,0,20/06/2012,7.47,Late,1,0,0,0,0,0,,,,0,13/03/2020,8.1,4,0,0,1.204287886
64,3,15/01/2012,Shih-tzu,1,29/08/2012,7.47,Late,1,1,1,0,0,0,,,,0,29/10/2021,8.2,1,0,0,0.922617184
64,3,15/01/2012,Shih-tzu,1,29/08/2012,7.47,Late,1,1,1,0,0,0,,,,0,29/10/2021,8.2,2,0,0,0.922617184
64,3,15/01/2012,Shih-tzu,1,29/08/2012,7.47,Late,1,1,1,0,0,0,,,,0,29/10/2021,8.2,3,0,0,0.922617184
64,3,15/01/2012,Shih-tzu,1,29/08/2012,7.47,Late,1,1,1,0,0,0,,,,0,29/10/2021,8.2,4,0,0,0.922617184
310,3,08/07/2012,Crossbreed,1,20/02/2013,7.47,Late,1,0,0,0,0,0,13/08/2015,3.1,904,1,,2.9,1,0,0,1
310,3,08/07/2012,Crossbreed,1,20/02/2013,7.47,Late,1,0,0,0,0,0,13/08/2015,3.1,904,1,,2.9,2,1,,1
310,3,08/07/2012,Crossbreed,1,20/02/2013,7.47,Late,1,0,0,0,0,0,13/08/2015,3.1,904,1,,2.9,3,,1,1
310,3,08/07/2012,Crossbreed,1,20/02/2013,7.47,Late,1,0,0,0,0,0,13/08/2015,3.1,904,1,,2.9,4,,1,1
771,0,23/01/2011,Shih-tzu,0,08/09/2011,7.5,Late,1,0,0,0,0,0,,,,0,28/03/2014,2.9,1,0,0,1.204005206
771,0,23/01/2011,Shih-tzu,0,08/09/2011,7.5,Late,1,0,0,0,0,0,,,,0,28/03/2014,2.9,2,0,0,1.204005206
771,0,23/01/2011,Shih-tzu,0,08/09/2011,7.5,Late,1,0,0,0,0,0,,,,0,28/03/2014,2.9,3,,1,1.204005206
771,0,23/01/2011,Shih-tzu,0,08/09/2011,7.5,Late,1,0,0,0,0,0,,,,0,28/03/2014,2.9,4,,1,1.204005206
125,0,24/10/2010,Labrador Retriever,0,09/06/2011,7.5,Late,1,0,0,0,0,0,22/10/2012,2,501,1,,1.8,1,1,0,1
125,0,24/10/2010,Labrador Retriever,0,09/06/2011,7.5,Late,1,0,0,0,0,0,22/10/2012,2,501,1,,1.8,2,,1,1
125,0,24/10/2010,Labrador Retriever,0,09/06/2011,7.5,Late,1,0,0,0,0,0,22/10/2012,2,501,1,,1.8,3,,1,1
125,0,24/10/2010,Labrador Retriever,0,09/06/2011,7.5,Late,1,0,0,0,0,0,22/10/2012,2,501,1,,1.8,4,,1,1
345,4,03/11/2012,Doberman Pinscher,1,19/06/2013,7.5,Late,1,0,0,0,0,0,02/04/2017,4.4,1383,1,,4.2,1,0,0,1
345,4,03/11/2012,Doberman Pinscher,1,19/06/2013,7.5,Late,1,0,0,0,0,0,02/04/2017,4.4,1383,1,,4.2,2,1,,1
345,4,03/11/2012,Doberman Pinscher,1,19/06/2013,7.5,Late,1,0,0,0,0,0,02/04/2017,4.4,1383,1,,4.2,3,,1,1
345,4,03/11/2012,Doberman Pinscher,1,19/06/2013,7.5,Late,1,0,0,0,0,0,02/04/2017,4.4,1383,1,,4.2,4,,1,1
563,0,14/10/2011,Labrador Retriever,0,30/05/2012,7.53,Late,1,0,0,0,0,0,,,,0,06/05/2015,3.3,1,0,0,0.959086356
563,0,14/10/2011,Labrador Retriever,0,30/05/2012,7.53,Late,1,0,0,0,0,0,,,,0,06/05/2015,3.3,2,0,0,0.959086356
563,0,14/10/2011,Labrador Retriever,0,30/05/2012,7.53,Late,1,0,0,0,0,0,,,,0,06/05/2015,3.3,3,,1,0.959086356
563,0,14/10/2011,Labrador Retriever,0,30/05/2012,7.53,Late,1,0,0,0,0,0,,,,0,06/05/2015,3.3,4,,1,0.959086356
222,3,11/08/2011,Labrador Retriever,1,27/03/2012,7.53,Late,1,0,0,0,0,0,23/08/2013,2,514,1,,1.8,1,1,0,1
222,3,11/08/2011,Labrador Retriever,1,27/03/2012,7.53,Late,1,0,0,0,0,0,23/08/2013,2,514,1,,1.8,2,,1,1
222,3,11/08/2011,Labrador Retriever,1,27/03/2012,7.53,Late,1,0,0,0,0,0,23/08/2013,2,514,1,,1.8,3,,1,1
222,3,11/08/2011,Labrador Retriever,1,27/03/2012,7.53,Late,1,0,0,0,0,0,23/08/2013,2,514,1,,1.8,4,,1,1
161,0,03/07/2012,Golden Retriever,0,18/02/2013,7.57,Late,1,0,0,0,0,0,,,,0,05/12/2022,8.2,1,0,0,1.051598115
161,0,03/07/2012,Golden Retriever,0,18/02/2013,7.57,Late,1,0,0,0,0,0,,,,0,05/12/2022,8.2,2,0,0,1.051598115
161,0,03/07/2012,Golden Retriever,0,18/02/2013,7.57,Late,1,0,0,0,0,0,,,,0,05/12/2022,8.2,3,0,0,1.051598115
161,0,03/07/2012,Golden Retriever,0,18/02/2013,7.57,Late,1,0,0,0,0,0,,,,0,05/12/2022,8.2,4,0,0,1.051598115
169,2,23/03/2012,English Bull Terrier,0,08/11/2012,7.57,Late,1,0,0,0,0,0,,,,0,27/05/2016,3.9,1,0,0,1.141106848
169,2,23/03/2012,English Bull Terrier,0,08/11/2012,7.57,Late,1,0,0,0,0,0,,,,0,27/05/2016,3.9,2,0,0,1.141106848
169,2,23/03/2012,English Bull Terrier,0,08/11/2012,7.57,Late,1,0,0,0,0,0,,,,0,27/05/2016,3.9,3,,1,1.141106848
169,2,23/03/2012,English Bull Terrier,0,08/11/2012,7.57,Late,1,0,0,0,0,0,,,,0,27/05/2016,3.9,4,,1,1.141106848
634,4,06/11/2010,Crossbreed,0,24/06/2011,7.57,Late,1,0,0,0,0,0,07/04/2014,3.4,1018,1,,3.2,1,0,0,1
634,4,06/11/2010,Crossbreed,0,24/06/2011,7.57,Late,1,0,0,0,0,0,07/04/2014,3.4,1018,1,,3.2,2,1,,1
634,4,06/11/2010,Crossbreed,0,24/06/2011,7.57,Late,1,0,0,0,0,0,07/04/2014,3.4,1018,1,,3.2,3,,1,1
634,4,06/11/2010,Crossbreed,0,24/06/2011,7.57,Late,1,0,0,0,0,0,07/04/2014,3.4,1018,1,,3.2,4,,1,1
903,4,22/03/2012,Labrador Retriever,1,07/11/2012,7.57,Late,1,0,0,0,0,0,12/03/2016,4,1221,1,,3.7,1,0,0,1
903,4,22/03/2012,Labrador Retriever,1,07/11/2012,7.57,Late,1,0,0,0,0,0,12/03/2016,4,1221,1,,3.7,2,1,,1
903,4,22/03/2012,Labrador Retriever,1,07/11/2012,7.57,Late,1,0,0,0,0,0,12/03/2016,4,1221,1,,3.7,3,,1,1
903,4,22/03/2012,Labrador Retriever,1,07/11/2012,7.57,Late,1,0,0,0,0,0,12/03/2016,4,1221,1,,3.7,4,,1,1
964,3,22/02/2012,Crossbreed,1,09/10/2012,7.57,Late,1,1,0,1,0,0,,,,0,20/09/2022,8.2,1,0,0,0.749232047
964,3,22/02/2012,Crossbreed,1,09/10/2012,7.57,Late,1,1,0,1,0,0,,,,0,20/09/2022,8.2,2,0,0,0.749232047
964,3,22/02/2012,Crossbreed,1,09/10/2012,7.57,Late,1,1,0,1,0,0,,,,0,20/09/2022,8.2,3,0,0,0.749232047
964,3,22/02/2012,Crossbreed,1,09/10/2012,7.57,Late,1,1,0,1,0,0,,,,0,20/09/2022,8.2,4,0,0,0.749232047
31,3,19/07/2011,Labrador Retriever,1,05/03/2012,7.57,Late,1,0,0,0,0,0,03/07/2013,2,485,1,,1.7,1,1,0,1
31,3,19/07/2011,Labrador Retriever,1,05/03/2012,7.57,Late,1,0,0,0,0,0,03/07/2013,2,485,1,,1.7,2,,1,1
31,3,19/07/2011,Labrador Retriever,1,05/03/2012,7.57,Late,1,0,0,0,0,0,03/07/2013,2,485,1,,1.7,3,,1,1
31,3,19/07/2011,Labrador Retriever,1,05/03/2012,7.57,Late,1,0,0,0,0,0,03/07/2013,2,485,1,,1.7,4,,1,1
518,3,28/06/2012,Shih-tzu,0,13/02/2013,7.57,Late,1,0,0,0,0,0,,,,0,07/09/2016,4,1,0,0,1.458402708
518,3,28/06/2012,Shih-tzu,0,13/02/2013,7.57,Late,1,0,0,0,0,0,,,,0,07/09/2016,4,2,0,0,1.458402708
518,3,28/06/2012,Shih-tzu,0,13/02/2013,7.57,Late,1,0,0,0,0,0,,,,0,07/09/2016,4,3,,1,1.458402708
518,3,28/06/2012,Shih-tzu,0,13/02/2013,7.57,Late,1,0,0,0,0,0,,,,0,07/09/2016,4,4,,1,1.458402708
949,3,05/10/2012,Border Collie,1,23/05/2013,7.57,Late,1,0,0,0,0,0,03/11/2020,8.1,2721,1,,7.8,1,0,0,0.850396219
949,3,05/10/2012,Border Collie,1,23/05/2013,7.57,Late,1,0,0,0,0,0,03/11/2020,8.1,2721,1,,7.8,2,0,0,0.850396219
949,3,05/10/2012,Border Collie,1,23/05/2013,7.57,Late,1,0,0,0,0,0,03/11/2020,8.1,2721,1,,7.8,3,0,0,0.850396219
949,3,05/10/2012,Border Collie,1,23/05/2013,7.57,Late,1,0,0,0,0,0,03/11/2020,8.1,2721,1,,7.8,4,1,,0.850396219
559,0,12/12/2012,Pomeranian,0,31/07/2013,7.6,Late,1,0,0,0,0,0,,,,0,29/04/2014,1.1,1,0,0,1.022062496
559,0,12/12/2012,Pomeranian,0,31/07/2013,7.6,Late,1,0,0,0,0,0,,,,0,29/04/2014,1.1,2,,1,1.022062496
559,0,12/12/2012,Pomeranian,0,31/07/2013,7.6,Late,1,0,0,0,0,0,,,,0,29/04/2014,1.1,3,,1,1.022062496
559,0,12/12/2012,Pomeranian,0,31/07/2013,7.6,Late,1,0,0,0,0,0,,,,0,29/04/2014,1.1,4,,1,1.022062496
626,4,23/08/2010,Cavalier King Charles Spaniel,1,11/04/2011,7.6,Late,1,0,0,0,0,0,,,,0,13/09/2017,6.8,1,0,0,0.900319021
626,4,23/08/2010,Cavalier King Charles Spaniel,1,11/04/2011,7.6,Late,1,0,0,0,0,0,,,,0,13/09/2017,6.8,2,0,0,0.900319021
626,4,23/08/2010,Cavalier King Charles Spaniel,1,11/04/2011,7.6,Late,1,0,0,0,0,0,,,,0,13/09/2017,6.8,3,0,0,0.900319021
