id,DataSilo,BirthDate,VetCompassBreedOriginal,Insured,ChronicComorbidityBaseline,DateDiagnosis,AgeDiagnosis,PimoPresc,DatePimoPresc,TimeDiagnosisPimo,DiagnosticsBaseline,CHF_01_5max,DateOfCHF,Died_01_5max,compev,MethodOfDeath,DeathRelated,DateOfDeath,DateFinalEPR,FollowUp,LTFU
39648,0,19/03/2004 00:00,Bichon Frise,0,1,18/07/2016 00:00,12.33,NotPrescribed,21/04/2017 00:00,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,22/06/2017 00:00,,339,0
52877,0,29/07/2008 00:00,Cavalier King Charles Spaniel,0,1,24/09/2017 00:00,9.16,NotPrescribed,06/09/2018 00:00,NA,0,1,30/08/2018 00:00,1,1,Euthanasia,Secondary reason for death,23/09/2020 00:00,,340,0
15820,0,20/06/2003 00:00,Cavalier King Charles Spaniel,0,1,08/08/2016 00:00,13.14,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,14/07/2017 00:00,,340,0
67529,0,17/12/2009 00:00,Cavalier King Charles Spaniel,0,1,24/09/2016 00:00,6.77,NotPrescribed,,NA,0,1,31/08/2017 00:00,1,1,Euthanasia,Primary reason for death,31/08/2017 00:00,,341,0
82488,1,05/05/2006 00:00,Cavalier King Charles Spaniel,0,1,24/08/2016 00:00,10.31,NotPrescribed,01/08/2017 00:00,NA,0,1,01/08/2017 00:00,1,1,Euthanasia,Primary reason for death,04/06/2019 00:00,,342,0
42455,2,07/07/2007 00:00,Shih Tzu,0,1,14/07/2017 00:00,10.02,Prescribed,14/07/2017 00:00,1,0,0,,0,0,,,,21/06/2018 00:00,342,1
88215,0,12/04/2004 00:00,Shih Tzu,0,1,02/05/2017 00:00,13.05,NotPrescribed,10/04/2018 00:00,NA,0,1,10/04/2018 00:00,1,1,Euthanasia,Secondary reason for death,10/07/2018 00:00,,343,0
85180,0,02/06/2009 00:00,Cavalier King Charles Spaniel,0,1,14/06/2017 00:00,8.03,NotPrescribed,,NA,0,0,,0,0,,,,23/05/2018 00:00,343,1
72052,0,19/07/2004 00:00,Shih Tzu,0,0,31/08/2016 00:00,12.12,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,10/08/2017 00:00,,344,0
22011,2,09/12/2004 00:00,Crossbreed,0,1,26/07/2016 00:00,11.63,NotPrescribed,06/07/2017 00:00,NA,0,1,06/07/2017 00:00,1,1,Euthanasia,Primary reason for death,13/06/2018 00:00,,345,0
82437,0,03/01/2010 00:00,Bichon Frise,0,1,14/07/2018 00:00,8.53,Prescribed,18/07/2018 00:00,4,0,1,24/06/2019 00:00,1,1,Euthanasia,Primary reason for death,01/12/2020 00:00,,345,0
29854,2,07/11/2004 00:00,Jack Russell Terrier,0,1,22/01/2018 00:00,13.21,NotPrescribed,03/01/2019 00:00,NA,0,1,03/01/2019 00:00,1,1,Euthanasia,Primary reason for death,20/01/2019 00:00,,346,0
62882,2,25/02/2009 00:00,Cavalier King Charles Spaniel,0,1,20/01/2018 00:00,8.9,NotPrescribed,02/01/2019 00:00,NA,0,1,02/01/2019 00:00,0,1,,,,08/08/2019 00:00,347,0
50278,1,17/09/2006 00:00,Chihuahua,1,0,05/05/2017 00:00,10.63,Prescribed,22/05/2017 00:00,17,1,1,17/04/2018 00:00,1,1,Unassisted,Primary reason for death,08/02/2019 00:00,,347,0
73658,0,04/06/2008 00:00,Cavalier King Charles Spaniel,0,1,23/06/2017 00:00,9.05,NotPrescribed,06/06/2018 00:00,NA,0,1,06/06/2018 00:00,1,1,Euthanasia,Primary reason for death,14/11/2018 00:00,,348,0
58081,1,30/01/2008 00:00,Crossbreed,0,1,10/04/2018 00:00,10.19,NotPrescribed,27/03/2019 00:00,NA,0,1,27/03/2019 00:00,1,1,Euthanasia,Not recorded,05/04/2019 00:00,,351,0
14220,0,28/01/2006 00:00,Shih Tzu,0,1,30/05/2017 00:00,11.33,NotPrescribed,17/05/2018 00:00,NA,0,1,17/05/2018 00:00,1,1,Unassisted,Not recorded,08/08/2018 00:00,,352,0
87621,0,12/12/2006 00:00,Chihuahua,1,0,13/07/2017 00:00,10.58,NotPrescribed,30/06/2018 00:00,NA,0,1,30/06/2018 00:00,1,1,Unassisted,Not recorded,15/11/2019 00:00,,352,0
61544,0,16/10/2007 00:00,King Charles Spaniel,0,1,02/08/2017 00:00,9.8,NotPrescribed,21/07/2018 00:00,NA,0,1,21/07/2018 00:00,1,1,Euthanasia,Secondary reason for death,07/05/2019 00:00,,353,0
45378,2,18/04/2006 00:00,Chihuahua,0,0,01/04/2016 00:00,9.95,NotPrescribed,,NA,0,0,,0,0,,,,20/03/2017 00:00,353,1
24361,0,23/06/2009 00:00,Crossbreed,0,1,16/02/2017 00:00,7.65,NotPrescribed,,NA,0,1,05/02/2018 00:00,0,1,,,,16/02/2018 00:00,354,0
73754,1,05/09/2006 00:00,Crossbreed,0,1,16/07/2018 00:00,11.86,NotPrescribed,,NA,0,1,05/07/2019 00:00,1,1,Euthanasia,Not related to cardiac disease,14/10/2019 00:00,,354,0
68254,1,24/05/2005 00:00,Jack Russell Terrier,1,1,13/04/2016 00:00,10.89,NotPrescribed,05/04/2017 00:00,NA,0,1,05/04/2017 00:00,1,1,Euthanasia,Primary reason for death,20/07/2020 00:00,,357,0
52376,2,07/06/2008 00:00,Cavalier King Charles Spaniel,1,1,13/01/2017 00:00,8.6,NotPrescribed,05/01/2018 00:00,NA,0,1,05/01/2018 00:00,0,1,,,,21/05/2021 00:00,357,0
19477,1,14/04/2002 00:00,Jack Russell Terrier,0,1,29/06/2017 00:00,15.21,NotPrescribed,,NA,0,0,,0,0,,,,21/06/2018 00:00,357,1
7713,0,23/02/2004 00:00,Shih Tzu,0,1,06/03/2018 00:00,14.03,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,28/02/2019 00:00,,359,0
56709,1,20/07/2008 00:00,Chihuahua,0,1,20/07/2016 00:00,8,NotPrescribed,,NA,0,0,,0,0,,,,15/07/2017 00:00,360,1
67366,2,21/08/2003 00:00,Shih Tzu,0,1,27/03/2017 00:00,13.6,NotPrescribed,,NA,0,0,,0,0,,,,22/03/2018 00:00,360,1
90281,0,23/02/2006 00:00,Jack Russell Terrier,1,1,18/01/2018 00:00,11.9,NotPrescribed,,NA,0,1,14/01/2019 00:00,1,1,Euthanasia,Primary reason for death,14/01/2019 00:00,,361,0
41899,1,29/03/2008 00:00,Cavalier King Charles Spaniel,0,0,27/04/2016 00:00,8.08,NotPrescribed,24/04/2017 00:00,NA,0,1,24/04/2017 00:00,0,1,,,,14/07/2017 00:00,362,0
19373,1,27/07/2009 00:00,Lhasa Apso,0,0,02/09/2016 00:00,7.1,NotPrescribed,,NA,0,0,,0,0,,,,30/08/2017 00:00,362,1
15262,0,15/02/2003 00:00,Crossbreed,0,1,20/04/2018 00:00,15.18,NotPrescribed,,NA,0,0,,0,0,,,,18/04/2019 00:00,363,1
28818,2,01/10/2009 00:00,King Charles Spaniel,0,1,02/04/2018 00:00,8.5,NotPrescribed,01/04/2019 00:00,NA,0,1,01/04/2019 00:00,0,1,,,,26/04/2021 00:00,364,0
13968,1,18/10/2008 00:00,Cavalier King Charles Spaniel,0,1,04/01/2018 00:00,9.21,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,03/01/2019 00:00,,364,0
96759,0,30/09/2004 00:00,Cavalier King Charles Spaniel,0,1,26/07/2016 00:00,11.82,NotPrescribed,,NA,0,0,,0,0,,,,25/07/2017 00:00,364,1
31011,0,10/12/2002 00:00,Poodle,0,1,09/02/2016 00:00,13.17,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,09/02/2017 00:00,,366,0
55676,0,01/01/2002 00:00,Crossbreed,0,0,04/11/2017 00:00,15.84,NotPrescribed,,NA,0,0,,0,0,,,,06/11/2018 00:00,367,1
82699,0,01/01/2009 00:00,King Charles Spaniel,0,1,30/07/2016 00:00,7.58,NotPrescribed,,NA,0,0,,0,0,,,,03/08/2017 00:00,369,1
88520,1,02/09/2007 00:00,Cavalier King Charles Spaniel,1,0,22/09/2017 00:00,10.06,NotPrescribed,21/09/2018 00:00,NA,1,0,,0,0,,,,27/09/2018 00:00,370,1
25071,0,08/07/1999 00:00,Crossbreed,0,1,09/07/2016 00:00,17,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Secondary reason for death,14/07/2017 00:00,,370,0
37868,1,28/08/2008 00:00,Chihuahua,0,0,05/07/2017 00:00,8.85,NotPrescribed,12/07/2018 00:00,NA,1,1,12/07/2018 00:00,1,1,Euthanasia,Not recorded,25/08/2018 00:00,,372,0
87382,1,30/10/2006 00:00,Fox Terrier,1,1,12/10/2016 00:00,9.95,NotPrescribed,,NA,0,0,,0,0,,,,19/10/2017 00:00,372,1
14991,1,16/07/2008 00:00,Yorkshire Terrier,0,0,21/12/2016 00:00,8.43,NotPrescribed,04/12/2017 00:00,NA,0,1,29/12/2017 00:00,1,1,Euthanasia,Not recorded,10/06/2019 00:00,,373,0
28080,0,21/03/2001 00:00,Crossbreed,0,0,21/09/2016 00:00,15.5,NotPrescribed,,NA,0,0,,0,0,,,,02/10/2017 00:00,376,1
56372,1,13/12/2000 00:00,Whippet,1,1,30/06/2016 00:00,15.55,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,14/07/2017 00:00,,379,0
20240,1,11/11/2007 00:00,Cavalier King Charles Spaniel,1,1,27/06/2016 00:00,8.63,NotPrescribed,12/07/2017 00:00,NA,0,1,12/07/2017 00:00,1,1,Unassisted,Secondary reason for death,17/06/2019 00:00,,380,0
59794,0,13/09/2005 00:00,Shih Tzu,0,1,05/11/2018 00:00,13.14,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,20/11/2019 00:00,,380,0
42223,0,02/05/2009 00:00,King Charles Spaniel,0,1,16/02/2018 00:00,8.79,NotPrescribed,04/03/2019 00:00,NA,0,1,04/03/2019 00:00,1,1,Euthanasia,Secondary reason for death,02/07/2019 00:00,,381,0
97206,1,23/10/2006 00:00,Cavalier King Charles Spaniel,1,1,21/01/2017 00:00,10.25,NotPrescribed,,NA,0,1,07/02/2018 00:00,1,1,Euthanasia,Primary reason for death,07/02/2018 00:00,,382,0
78726,2,07/08/2009 00:00,Cavalier King Charles Spaniel,1,1,29/12/2018 00:00,9.39,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,17/01/2020 00:00,,384,0
1632,1,03/08/2006 00:00,Chihuahua,0,0,12/09/2017 00:00,11.11,NotPrescribed,,NA,0,0,,0,0,,,,02/10/2018 00:00,385,1
28317,1,01/02/2005 00:00,Crossbreed,0,1,26/03/2018 00:00,13.14,NotPrescribed,29/03/2019 00:00,NA,0,0,,0,0,,,,16/04/2019 00:00,386,1
47410,2,27/08/2008 00:00,King Charles Spaniel,0,1,16/06/2018 00:00,9.8,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,07/07/2019 00:00,,386,0
19125,1,01/03/2004 00:00,King Charles Spaniel,0,1,25/10/2016 00:00,12.65,NotPrescribed,,NA,0,1,17/11/2017 00:00,0,1,,,,23/11/2017 00:00,388,0
6096,2,01/06/2003 00:00,Shih Tzu,0,1,22/04/2016 00:00,12.89,NotPrescribed,,NA,0,0,,0,0,,,,16/05/2017 00:00,389,1
4459,0,23/03/2009 00:00,Cavalier King Charles Spaniel,0,1,11/11/2016 00:00,7.64,NotPrescribed,06/12/2017 00:00,NA,0,1,06/12/2017 00:00,0,1,,,,08/11/2018 00:00,390,0
88380,0,29/01/2006 00:00,Cavalier King Charles Spaniel,0,1,09/11/2016 00:00,10.78,NotPrescribed,,NA,0,1,05/12/2017 00:00,0,1,,,,08/08/2018 00:00,391,0
89857,0,30/11/2007 00:00,Crossbreed,0,0,11/05/2018 00:00,10.44,NotPrescribed,,NA,0,0,,0,0,,,,06/06/2019 00:00,391,1
59439,1,06/10/2008 00:00,Cavalier King Charles Spaniel,1,1,22/03/2018 00:00,9.46,NotPrescribed,,NA,0,1,18/04/2019 00:00,1,1,Not recorded,Not recorded,23/04/2019 00:00,,392,0
72995,0,16/03/2005 00:00,Cavalier King Charles Spaniel,0,1,01/04/2016 00:00,11.04,NotPrescribed,28/04/2017 00:00,NA,0,1,28/04/2017 00:00,1,1,Unassisted,Not recorded,05/04/2018 00:00,,392,0
74298,2,20/02/2005 00:00,King Charles Spaniel,0,1,27/02/2016 00:00,11.02,Prescribed,12/03/2016 00:00,14,1,0,,0,0,,,,25/03/2017 00:00,392,1
19433,1,01/03/2006 00:00,Shih Tzu,0,1,15/10/2018 00:00,12.62,Prescribed,19/02/2019 00:00,127,0,0,,1,2,Euthanasia,Not related to cardiac disease,14/11/2019 00:00,,395,0
14115,1,23/11/2008 00:00,Bichon Frise,1,1,29/06/2017 00:00,8.6,NotPrescribed,,NA,0,1,31/07/2018 00:00,1,1,Unassisted,Primary reason for death,31/07/2018 00:00,,397,0
64975,0,06/11/2005 00:00,Cavalier King Charles Spaniel,0,1,24/02/2018 00:00,12.3,NotPrescribed,,NA,0,1,30/03/2019 00:00,0,1,,,,30/03/2019 00:00,399,0
49711,2,13/12/2006 00:00,King Charles Spaniel,0,1,03/06/2016 00:00,9.47,NotPrescribed,07/07/2017 00:00,NA,0,1,07/07/2017 00:00,1,1,Euthanasia,Not recorded,07/01/2019 00:00,,399,0
43747,1,01/02/2008 00:00,Cavalier King Charles Spaniel,0,1,10/10/2018 00:00,10.69,Prescribed,10/10/2018 00:00,1,1,0,,0,0,,,,13/11/2019 00:00,399,1
19055,2,26/10/2004 00:00,Crossbreed,1,1,20/02/2018 00:00,13.32,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,27/03/2019 00:00,,400,0
72191,0,07/02/2005 00:00,Cavalier King Charles Spaniel,0,1,19/12/2016 00:00,11.86,NotPrescribed,24/01/2018 00:00,NA,0,1,24/01/2018 00:00,1,1,Euthanasia,Primary reason for death,30/04/2019 00:00,,401,0
97846,1,27/02/2003 00:00,Crossbreed,0,1,06/01/2016 00:00,12.86,NotPrescribed,,NA,0,0,,0,0,,,,15/02/2017 00:00,406,1
70669,1,05/11/2001 00:00,Jack Russell Terrier,0,1,09/02/2017 00:00,15.26,NotPrescribed,,NA,0,1,23/03/2018 00:00,1,1,Euthanasia,Primary reason for death,26/03/2018 00:00,,407,0
87347,1,01/10/2004 00:00,Chihuahua,0,1,24/01/2017 00:00,12.31,NotPrescribed,07/03/2018 00:00,NA,0,1,07/03/2018 00:00,1,1,Euthanasia,Primary reason for death,18/08/2020 00:00,,407,0
15777,0,30/04/2003 00:00,Crossbreed,0,1,19/06/2018 00:00,15.14,NotPrescribed,,NA,1,0,,0,0,,,,31/07/2019 00:00,407,1
12747,0,08/09/2006 00:00,Yorkshire Terrier,1,1,17/07/2018 00:00,11.85,NotPrescribed,,NA,0,1,29/08/2019 00:00,1,1,Euthanasia,Primary reason for death,29/08/2019 00:00,,408,0
68727,1,21/11/2006 00:00,Crossbreed,0,0,11/05/2016 00:00,9.47,Prescribed,11/05/2016 00:00,1,0,0,,0,0,,,,23/06/2017 00:00,408,1
48396,2,08/01/2010 00:00,Cavalier King Charles Spaniel,1,0,11/12/2017 00:00,7.92,NotPrescribed,,NA,0,0,,0,0,,,,25/01/2019 00:00,410,1
32966,0,21/09/2006 00:00,Cavalier King Charles Spaniel,0,1,24/05/2017 00:00,10.67,NotPrescribed,,NA,0,1,12/07/2018 00:00,1,1,Euthanasia,Primary reason for death,12/07/2018 00:00,,414,0
90108,1,01/02/2005 00:00,Cavalier King Charles Spaniel,0,1,09/05/2017 00:00,12.27,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,27/06/2018 00:00,,414,0
38180,1,16/10/2005 00:00,Jack Russell Terrier,1,0,09/02/2018 00:00,12.32,NotPrescribed,,NA,0,0,,0,0,,,,30/03/2019 00:00,414,1
73979,0,14/03/2005 00:00,Cavalier King Charles Spaniel,0,1,01/06/2017 00:00,12.22,Prescribed,23/06/2017 00:00,22,1,1,21/07/2018 00:00,1,1,Unassisted,Not recorded,28/12/2018 00:00,,415,0
30872,0,15/08/2009 00:00,Chihuahua,0,0,21/09/2016 00:00,7.1,NotPrescribed,,NA,0,1,10/11/2017 00:00,0,1,,,,08/12/2022 00:00,415,0
44764,1,02/11/2007 00:00,Cavalier King Charles Spaniel,0,1,25/08/2018 00:00,10.81,NotPrescribed,,NA,0,1,15/10/2019 00:00,1,1,Euthanasia,Primary reason for death,15/10/2019 00:00,,416,0
13197,3,03/08/2008 00:00,Cavalier King Charles Spaniel,0,1,13/02/2018 00:00,9.53,NotPrescribed,08/04/2019 00:00,NA,0,1,08/04/2019 00:00,1,1,Euthanasia,Primary reason for death,24/04/2019 00:00,,419,0
47642,0,02/11/2008 00:00,Shih Tzu,0,1,22/05/2017 00:00,8.55,NotPrescribed,16/07/2018 00:00,NA,0,1,16/07/2018 00:00,1,1,Unassisted,Not recorded,15/05/2019 00:00,,420,0
17798,1,01/10/2003 00:00,Toy Poodle,0,1,21/12/2017 00:00,14.22,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,15/02/2019 00:00,,421,0
93476,2,28/11/2002 00:00,Jack Russell Terrier,0,1,27/02/2016 00:00,13.25,NotPrescribed,,NA,0,1,24/04/2017 00:00,0,1,,,,24/04/2017 00:00,422,0
57942,2,08/08/2008 00:00,Cavalier King Charles Spaniel,0,1,14/11/2017 00:00,9.27,NotPrescribed,,NA,0,1,11/01/2019 00:00,1,1,Euthanasia,Primary reason for death,11/01/2019 00:00,,423,0
5615,0,21/07/2005 00:00,Crossbreed,1,1,27/03/2018 00:00,12.68,NotPrescribed,,NA,0,1,24/05/2019 00:00,1,1,Euthanasia,Primary reason for death,22/10/2019 00:00,,423,0
87669,2,10/09/2005 00:00,Miniature Schnauzer,1,1,09/01/2018 00:00,12.33,NotPrescribed,,NA,0,0,,0,0,,,,08/03/2019 00:00,423,1
72701,2,05/02/2002 00:00,Crossbreed,0,1,21/11/2016 00:00,14.79,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,18/01/2018 00:00,,423,0
34726,1,05/08/2004 00:00,Miniature Schnauzer,0,1,08/04/2016 00:00,11.67,NotPrescribed,,NA,0,1,07/06/2017 00:00,1,1,Euthanasia,Primary reason for death,07/06/2017 00:00,,425,0
76632,0,08/12/2009 00:00,Chihuahua,0,1,23/08/2018 00:00,8.71,NotPrescribed,22/10/2019 00:00,NA,0,1,22/10/2019 00:00,1,1,Euthanasia,Primary reason for death,31/10/2020 00:00,,425,0
47830,0,24/03/2004 00:00,Miniature Schnauzer,0,1,20/04/2016 00:00,12.07,NotPrescribed,,NA,0,0,,0,0,,,,19/06/2017 00:00,425,1
78042,1,24/09/2005 00:00,Cavalier King Charles Spaniel,0,0,26/01/2016 00:00,10.34,NotPrescribed,,NA,0,0,,0,0,,,,29/03/2017 00:00,428,1
63275,1,01/08/2006 00:00,Cavalier King Charles Spaniel,1,0,31/03/2018 00:00,11.66,NotPrescribed,03/06/2019 00:00,NA,0,1,03/06/2019 00:00,1,1,Euthanasia,Primary reason for death,12/11/2019 00:00,,429,0
25306,0,02/06/2003 00:00,Miniature Schnauzer,0,1,16/04/2016 00:00,12.87,NotPrescribed,19/06/2017 00:00,NA,0,1,19/06/2017 00:00,0,1,,,,11/06/2018 00:00,429,0
15930,1,26/05/2005 00:00,Border Terrier,1,0,31/07/2017 00:00,12.18,Prescribed,11/10/2017 00:00,72,0,0,,1,2,Euthanasia,Not related to cardiac disease,04/10/2018 00:00,,430,0
99893,1,27/02/2003 00:00,Tibetan Terrier,1,1,20/10/2016 00:00,13.65,NotPrescribed,27/12/2017 00:00,NA,0,1,27/12/2017 00:00,1,1,Unassisted,Primary reason for death,18/01/2018 00:00,,433,0
82235,3,05/11/2002 00:00,Chihuahua,1,0,28/07/2016 00:00,13.73,Prescribed,28/07/2016 00:00,1,1,0,,1,2,Euthanasia,Not related to cardiac disease,04/10/2017 00:00,,433,0
79877,2,01/01/2008 00:00,Cavalier King Charles Spaniel,0,0,20/07/2016 00:00,8.55,NotPrescribed,,NA,0,0,,0,0,,,,26/09/2017 00:00,433,1
48928,0,16/10/2009 00:00,Shih Tzu,0,1,19/05/2018 00:00,8.59,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,26/07/2019 00:00,,433,0
9693,3,03/01/2008 00:00,Crossbreed,0,0,03/02/2018 00:00,10.09,Prescribed,20/02/2018 00:00,17,1,1,13/04/2019 00:00,1,1,Euthanasia,Primary reason for death,19/06/2019 00:00,,434,0
99128,0,26/03/2008 00:00,King Charles Spaniel,0,1,08/07/2016 00:00,8.28,NotPrescribed,15/09/2017 00:00,NA,0,1,15/09/2017 00:00,0,1,,,,06/12/2017 00:00,434,0
36715,0,15/04/2001 00:00,Crossbreed,0,0,07/10/2016 00:00,15.48,NotPrescribed,,NA,0,1,16/12/2017 00:00,1,1,Euthanasia,Primary reason for death,27/03/2019 00:00,,435,0
40162,1,01/12/2008 00:00,Cockapoo,1,1,03/07/2018 00:00,9.59,NotPrescribed,28/02/2019 00:00,NA,0,1,12/09/2019 00:00,0,1,,,,09/07/2023 00:00,436,0
20447,0,09/08/2009 00:00,Cavalier King Charles Spaniel,0,1,02/01/2017 00:00,7.4,NotPrescribed,25/03/2018 00:00,NA,0,1,15/03/2018 00:00,1,1,Euthanasia,Primary reason for death,10/03/2020 00:00,,437,0
60968,1,23/02/2003 00:00,Yorkshire Terrier,1,1,18/05/2018 00:00,15.23,NotPrescribed,,NA,0,1,30/07/2019 00:00,1,1,Euthanasia,Primary reason for death,05/08/2019 00:00,,438,0
47637,0,01/02/2005 00:00,Crossbreed,0,1,15/02/2016 00:00,11.04,NotPrescribed,,NA,0,0,,0,0,,,,28/04/2017 00:00,438,1
63718,1,14/10/2006 00:00,Crossbreed,1,1,01/06/2017 00:00,10.63,Prescribed,02/06/2017 00:00,1,1,1,14/08/2018 00:00,1,1,Euthanasia,Primary reason for death,01/12/2019 00:00,,439,0
10275,1,08/11/2007 00:00,Cavalier King Charles Spaniel,0,1,21/06/2016 00:00,8.62,NotPrescribed,19/07/2017 00:00,NA,0,0,,1,2,Unassisted,Not recorded,05/09/2017 00:00,,441,0
13454,0,24/11/2008 00:00,Crossbreed,0,1,31/07/2018 00:00,9.68,Prescribed,03/08/2018 00:00,3,1,1,18/10/2019 00:00,0,1,,,,25/11/2019 00:00,444,0
61213,0,14/09/2003 00:00,Jack Russell Terrier,0,1,06/12/2017 00:00,14.23,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,25/02/2019 00:00,,446,0
98692,1,01/09/2008 00:00,Crossbreed,1,1,19/01/2018 00:00,9.38,NotPrescribed,,NA,0,1,12/04/2019 00:00,1,1,Euthanasia,Primary reason for death,12/04/2019 00:00,,448,0
86153,2,20/01/2004 00:00,Crossbreed,0,1,25/05/2016 00:00,12.34,NotPrescribed,26/08/2017 00:00,NA,0,1,18/08/2017 00:00,1,1,Euthanasia,Not recorded,05/04/2019 00:00,,450,0
47367,2,16/03/2004 00:00,Crossbreed,1,0,19/05/2016 00:00,12.18,NotPrescribed,,NA,0,0,,0,0,,,,12/08/2017 00:00,450,1
14863,2,23/12/2009 00:00,Cavalier King Charles Spaniel,1,1,16/04/2016 00:00,6.31,NotPrescribed,02/03/2019 00:00,NA,0,1,11/07/2017 00:00,1,1,Euthanasia,Secondary reason for death,18/01/2020 00:00,,451,0
11060,2,17/10/2007 00:00,Shih Tzu,0,0,11/07/2017 00:00,9.73,Prescribed,30/07/2017 00:00,19,0,0,,0,0,,,,05/10/2018 00:00,451,1
12906,0,21/12/2005 00:00,King Charles Spaniel,0,1,26/01/2016 00:00,10.1,NotPrescribed,22/04/2017 00:00,NA,0,1,22/04/2017 00:00,0,1,,,,23/12/2017 00:00,452,0
83425,2,02/07/2005 00:00,Cavalier King Charles Spaniel,0,0,03/07/2016 00:00,11,NotPrescribed,19/08/2017 00:00,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,28/09/2017 00:00,,452,0
96167,1,29/11/2007 00:00,Cairn Terrier,0,0,14/11/2016 00:00,8.96,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,09/02/2018 00:00,,452,0
4538,0,21/11/2008 00:00,Shih Tzu,0,1,30/11/2018 00:00,10.02,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Secondary reason for death,25/02/2020 00:00,,452,0
88091,0,25/02/2008 00:00,Crossbreed,0,1,27/06/2018 00:00,10.34,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,23/09/2019 00:00,,453,0
64594,0,27/01/2002 00:00,Crossbreed,0,1,22/06/2016 00:00,14.4,NotPrescribed,,NA,0,0,,0,0,,,,18/09/2017 00:00,453,1
49723,0,23/02/2008 00:00,Chihuahua,0,1,21/02/2017 00:00,9,NotPrescribed,21/05/2018 00:00,NA,0,1,21/05/2018 00:00,1,1,Euthanasia,Primary reason for death,28/12/2018 00:00,,454,0
71654,2,01/07/2007 00:00,Cavalier King Charles Spaniel,1,0,15/06/2016 00:00,8.96,NotPrescribed,12/05/2017 00:00,NA,0,1,12/09/2017 00:00,1,1,Euthanasia,Not related to cardiac disease,17/08/2020 00:00,,454,0
7387,2,08/02/2009 00:00,Cavalier King Charles Spaniel,0,1,09/05/2018 00:00,9.25,NotPrescribed,,NA,0,0,,0,0,,,,06/08/2019 00:00,454,1
29298,0,01/05/2007 00:00,Whippet,0,1,03/08/2018 00:00,11.26,NotPrescribed,,NA,0,0,,0,0,,,,31/10/2019 00:00,454,1
74512,2,01/02/2005 00:00,Jack Russell Terrier,0,0,11/12/2016 00:00,11.86,NotPrescribed,,NA,0,0,,0,0,,,,10/03/2018 00:00,454,1
11643,0,04/10/2009 00:00,King Charles Spaniel,0,0,06/06/2017 00:00,7.67,Prescribed,07/09/2017 00:00,93,0,1,04/09/2018 00:00,1,1,Euthanasia,Primary reason for death,22/05/2019 00:00,,455,0
29892,2,23/01/2004 00:00,Shetland Sheepdog,0,1,27/06/2016 00:00,12.43,NotPrescribed,,NA,0,1,28/09/2017 00:00,1,1,Euthanasia,Not related to cardiac disease,23/04/2019 00:00,,458,0
25143,1,12/12/2007 00:00,Miniature Schnauzer,1,1,03/05/2018 00:00,10.39,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,04/08/2019 00:00,,458,0
99963,0,01/10/2004 00:00,Shih Tzu,0,1,15/04/2017 00:00,12.54,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,17/07/2018 00:00,,458,0
91637,2,01/03/2009 00:00,Shih Tzu,0,0,09/07/2016 00:00,7.36,NotPrescribed,19/10/2017 00:00,NA,0,1,11/10/2017 00:00,1,1,Euthanasia,Not recorded,05/10/2019 00:00,,459,0
78815,1,27/11/2003 00:00,West Highland White Terrier,1,1,14/09/2017 00:00,13.8,Prescribed,25/09/2017 00:00,11,1,0,,0,0,,,,17/12/2018 00:00,459,1
41030,1,20/01/2006 00:00,Shih Tzu,0,1,04/08/2016 00:00,10.54,NotPrescribed,09/11/2017 00:00,NA,0,1,09/11/2017 00:00,1,1,Euthanasia,Primary reason for death,19/08/2019 00:00,,462,0
26517,2,21/07/2006 00:00,King Charles Spaniel,0,0,05/05/2016 00:00,9.79,NotPrescribed,06/08/2017 00:00,NA,0,1,15/08/2017 00:00,0,1,,,,27/03/2018 00:00,467,0
45851,0,22/03/2009 00:00,Cavalier King Charles Spaniel,0,1,11/03/2016 00:00,6.97,NotPrescribed,,NA,0,0,,0,0,,,,21/06/2017 00:00,467,1
